"state_abbreviation","state","district","state_district","district_id","i","candidate_name","party","primary_votes","primary_percent","general_votes","general_percent","TotalPop","discuss","discussOppose","reducetax","reducetaxOppose","CO2limits","CO2limitsOppose","localofficials","localofficialsOppose","governor","governorOppose","congress","congressOppose","president","presidentOppose","corporations","corporationsOppose","citizens","citizensOppose","regulate","regulateOppose","supportRPS","supportRPSOppose","drilloffshore","drilloffshoreOppose","drillANWR","drillANWROppose","fundrenewables","fundrenewablesOppose","rebates","rebatesOppose","mediaweekly","mediaweeklyOppose","gwvoteimp","gwvoteimpOppose","teachGW","teachGWOppose","priority","priorityOppose","happening","happeningOppose","human","humanOppose","consensus","consensusOppose","worried","worriedOppose","personal","personalOppose","harmUS","harmUSOppose","devharm","devharmOppose","futuregen","futuregenOppose","harmplants","harmplantsOppose","timing","timingOppose","affectweather","affectweatherOppose","lcv_score"
"IL","Illinois","02","Illinois_02","IL 02","(I)","Kelly, Robin","D","80659",0.820547513199524,"190684",0.810555534301661,533678,33.943,65.899,78.531,20.587,77.65,21.511,61.308,9.345,61.174,9.221,66.678,9.693,67.929,6.082,73.616,7.305,69.319,7.078,80.683,17.681,72.399,26.066,50.689,47.302,27.084,72.308,88.69,9.996,85.297,13.614,18.102,81.133,62.877,27.479,84.472,15.091,62.641,12.202,77.801,5.851,61.344,29.225,52.975,18.16,68.368,31.692,51.78,34.601,66.646,19.25,69.831,13.349,74.455,10.166,76.792,10.379,64.276,35.724,70.318,3.5,3
"IL","Illinois","03","Illinois_03","IL 03","(I)","Lipinski, Daniel William","D","48675",0.511265164644714,"163053",0.730085880340656,544175,35.499,64.204,71.125,28.366,73.103,25.994,53.459,12.78,55.376,12.608,62.267,14.733,62.358,9.228,73.76,8.222,67.121,8.661,76.691,21.942,66.553,32.639,55.158,43.805,30.082,69.37,86.972,12.14,83.656,15.502,23.711,75.778,57.815,32.185,79.48,20.517,52.346,18.514,73.601,10.123,59.96,30.893,55.62,23.515,66.441,33.575,45.748,44.334,64.261,25.521,67.761,18.549,73.371,14.663,75.142,14.426,55.002,44.998,66.949,4.863,3
"IL","Illinois","04","Illinois_04","IL 04",NA,"Garcia, Jesus ""Chuy""","D","49631",0.662188125416945,"143895",0.865851530486374,521130,45.385,54.115,80.379,18.857,83.412,15.875,65.662,8.802,67.29,7.736,74.786,8.48,74.955,5.512,79.499,6.611,75.875,6.384,83.161,14.989,74.701,23.525,38.515,59.785,20.513,78.588,89.651,8.979,86.097,12.48,28.187,71.389,70.497,20.585,86.368,13.299,71.075,9.568,82.926,5.304,74.621,19.175,66.914,13.7,79.503,20.501,60.114,30.661,76.3,14.515,78.105,10.595,82.001,7.889,83.953,7.095,71.251,28.749,76.518,3.06,21
"IL","Illinois","05","Illinois_05","IL 05","(I)","Quigley, Mike","D","66254",0.624607581571182,"213992",0.766636453851417,601634,48.614,51.167,76.049,23.443,83.291,16.391,61.811,9.391,64.135,8.183,71.931,10.657,72.281,6.631,80.133,6.259,74.374,6.942,83.354,15.478,73.973,25.141,39.407,59.948,19.418,79.985,90.897,8.145,87.672,11.117,37.522,62.954,68.648,22.445,84.616,15.279,64.644,13.712,83.706,6.893,71.054,20.91,72.01,15.138,75.276,24.901,50.301,43.493,73.147,19.184,75.567,14.723,81.576,9.665,82.202,9.525,68.428,31.572,77.488,3.673,97
"IL","Illinois","06","Illinois_06","IL 06",NA,"Casten, Sean","D","19774",0.295077074597466,"169001",0.535752553527387,556463,38.112,60.976,68.567,31.124,70.622,28.38,51.514,13.636,53.631,13.097,58.669,16.162,58.63,9.928,71.237,7.692,65.252,8.902,75.882,23.275,66.426,31.855,54.308,44.906,29.553,69.834,88.171,10.976,83.612,15.274,27.392,72.04,55.586,34.627,78.266,21.809,49.789,22.269,72.566,10.474,56.78,33.06,56.934,25.771,62.372,37.004,40.842,49.624,60.515,29.446,65.734,21.121,71.267,17.245,72.924,17.607,54.409,45.591,64.901,5.952,97
"IL","Illinois","07","Illinois_07","IL 07","(I)","Davis, Danny K.","D","81570",0.738611153870533,"215746",0.876150794134249,578697,44.259,55.523,81.11,18.24,83.731,15.741,64.568,7.595,67.213,6.836,74.213,7.83,74.403,4.795,80.203,5.75,75.137,5.493,84.029,14.307,75.941,22.429,41.108,57.825,20.359,78.271,90.403,8.358,86.167,12.403,27.562,72.023,69.615,21.114,87.752,12.057,69.97,9.108,83.939,3.831,70.609,22.357,68.696,13.037,76.29,23.825,57.055,31.898,73.569,15.413,75.773,10.963,79.548,8.452,82.645,7.332,71.535,28.464,77.883,2.816,97
"IL","Illinois","08","Illinois_08","IL 08","(I)","Krishnamoorthi, Raja","D","44042",1,"130054",0.659747269526752,546322,34.808,65.02,71.814,27.589,72.41,26.723,54.283,13.416,55.954,13.299,62.553,15.229,60.942,9.199,73.543,9.101,66.31,9.114,76.942,21.927,69.517,29.522,54.343,45.072,32.417,67.484,87.972,11.241,84.219,15.162,22.71,76.545,55.758,34.091,80.42,19.461,50.248,19.917,76.607,9.224,61.11,29.36,54.494,24.919,65.642,34.065,45.825,44.046,63.557,26.632,67.026,19.716,73.639,16.223,74.92,15.92,57.446,42.554,67.494,5.292,100
"IL","Illinois","09","Illinois_09","IL 09","(I)","Schakowsky, Janice D.","D","108417",1,"213368",0.734862287369425,574549,47.204,52.519,75.753,23.652,81.762,17.903,61.442,9.7,63.926,8.596,70.71,11.292,70.121,7.248,79.345,6.205,72.498,6.941,82.789,15.86,73.465,25.66,40.498,57.793,21.348,78.084,90.818,8.196,87.094,11.807,35.036,65.11,67.022,23.844,84.451,15.425,64.146,15.96,81.256,7.413,71.298,21.165,70.844,15.746,73.297,26.891,49.959,44.39,72.358,21.114,76.439,14.63,80.519,11.498,82.304,10.356,67.308,32.692,75.321,4.002,97
"IL","Illinois","10","Illinois_10","IL 10","(I)","Schneider, Brad","D","58195",1,"156540",0.655901183253444,540557,37.843,61.933,72.348,27.137,73.378,26.001,55.546,12.581,56.256,12.807,61.999,15.046,63.014,8.669,72.547,9.279,66.511,8.868,78.064,20.565,71.029,27.567,54.562,44.444,29.584,69.577,88.655,10.296,85.425,13.37,25.958,73.059,58.253,31.509,79.433,20.278,53.185,19.839,75.802,9.507,63.507,27.142,59.851,21.701,66.474,33.623,44.297,45.783,63.371,26.546,68.294,17.86,74.348,14.246,75.401,14.523,58.049,41.951,66.984,4.755,97
"IL","Illinois","11","Illinois_11","IL 11","(I)","Foster, Bill","D","49762",1,"145407",0.638408008254122,536921,34.075,65.748,70.955,28.422,71.734,27.413,54.838,12.849,55.992,12.677,61.638,15.403,60.161,9.553,72.234,9.172,64.839,9.633,76.574,22.415,66.453,33.204,56.887,42.382,34.598,64.406,87.442,11.779,84.007,15.335,22.114,77.173,54.768,34.431,80.31,19.651,53.615,19.942,72.099,9.624,59.97,29.758,53.559,24.057,62.485,37.608,43.75,45.733,60.785,28.423,65.779,20.611,71.853,16.689,73.259,16.346,57.498,42.502,65.209,5.049,97
"IL","Illinois","12","Illinois_12","IL 12","(I)","Bost, Mike","R","31658",0.834950944192425,"134884",0.515723991848377,542276,29.056,70.54,61.4,38.135,62.247,36.766,49.36,14.236,51.011,15.135,56.695,18.532,56.472,12.37,69.968,9.192,61.98,10.637,73.473,24.339,62.242,36.255,58.152,38.942,35.977,63.693,84.985,13.637,81.942,16.339,19.911,79.689,49.202,38.946,73.679,26.504,43.859,24.339,67.985,13.51,54.162,35.969,47.455,29.083,54.973,45.185,36.302,52.867,56.337,33.165,60.596,24.054,66.602,19.7,68.385,20.405,49.056,50.944,61.426,5.948,97
"IL","Illinois","13","Illinois_13","IL 13","(I)","Davis, Rodney","R","44512",1,"136516",0.503784398168137,563689,32.004,67.773,63.813,35.793,63.882,35.2,49.626,13.967,51.146,14.172,56.959,18.443,58.433,11.938,67.963,9.85,62.077,10.788,75.157,23.317,62.209,37.158,53.844,43.822,32.372,66.895,86.282,12.836,82.605,15.927,23.004,76.487,52.407,36.738,73.598,26.336,44.622,24.363,68.532,12.884,54.311,32.881,51.476,26.864,58.628,41.501,37.125,52.654,56.251,32.785,60.726,25.754,66.955,19.86,69.27,19.781,51.567,48.433,62.937,5.772,97
"IL","Illinois","14","Illinois_14","IL 14",NA,"Underwood, Lauren","D","29391",0.573471737136836,"156035",0.525018590237518,544986,34.012,65.168,65.766,33.912,67.68,30.413,50.034,14.593,51.186,15.129,59.546,17.108,59.148,10.775,71.779,9.244,64.014,10.018,75.102,23.566,66.975,30.942,55.553,42.555,32.992,66.758,87.083,12.021,83.182,15.76,24.618,74.837,51.134,37.695,74.817,25.121,45.836,21.603,72.649,11.833,56.315,33.873,54.817,27.101,60.86,38.126,38.816,53.507,58.548,33.295,62.624,24.657,70.639,18.651,71.928,18.774,51.852,48.148,63.483,6.001,97
"IL","Illinois","15","Illinois_15","IL 15","(I)","Shimkus, John M.","R","73825",1,"181294",0.70926575068073,540347,27.259,72.554,57.502,42.375,57.788,41.589,41.778,16.871,44.715,19.154,48.14,24.077,51.092,15.755,63.237,11.953,53.08,13.586,68.824,31.024,55.119,45.239,59.767,39.082,38.838,60.675,83.699,15.824,78.985,20.76,20.839,78.786,45.076,43.161,66.636,33.391,35.402,31.575,57.743,21.326,47.08,40.423,40.594,32.501,48.34,51.789,31.546,58.121,50.121,39.23,53.706,31.692,60.358,27.764,61.831,27.519,42.823,57.177,52.802,7.512,97
"IL","Illinois","16","Illinois_16","IL 16","(I)","Kinzinger, Adam","R","44878",0.678735632183908,"151254",0.591240105540897,540519,30.01,69.741,63.128,36.535,64.571,34.052,47.935,15.531,48.562,16.073,54.297,19.677,54.588,12.815,68.493,9.255,60.883,10.794,72.578,26.73,61.991,37.372,61.058,38.272,35.553,64.656,85.084,14.173,82.241,16.741,21.63,77.844,49.195,39.849,72.391,27.569,41.099,25.246,65.958,13.937,51.003,37.355,48.059,29.845,54.266,45.797,35.649,55.291,55.572,34.304,59.784,26.284,66.212,20.836,68.631,20.132,50.555,49.445,58.19,6.445,10
"IL","Illinois","17","Illinois_17","IL 17","(I)","Bustos, Cheri","D","42964",1,"142659",0.620934149876604,533433,30.087,69.652,64.605,34.936,63.967,35.435,50.052,14.331,51.417,14.365,57.039,18.396,56.969,11.487,70.388,9.481,61.698,10.553,74.51,24.158,64.757,33.774,58.664,39.955,34.941,64.118,85.676,13.428,82.802,16.152,20.233,79.183,50.275,38.373,73.109,26.719,45.375,23.439,67.609,14.85,53.693,34.712,48.403,27.137,57.568,42.551,39.235,48.642,56.541,31.503,61.763,22.749,67.652,18.284,69.518,18.846,51.342,48.658,58.785,5.87,17
"IL","Illinois","18","Illinois_18","IL 18","(I)","LaHood, Darin","R","61722",0.788708997278199,"195927",0.672334453164409,549551,30.563,69.264,60.68,39.035,59.85,39.284,45.684,16.015,46.284,17.671,52.277,22.118,51.677,14.792,66.148,11.114,58.923,12.752,71.519,27.29,59.976,38.738,58.06,40.813,38.403,61.229,85.155,14.299,80.42,19.061,23.402,76.022,47.697,41.059,69.271,30.565,39.93,31.844,60.653,19.775,50.112,39.235,46.583,30.146,52.164,48.023,32.429,59.878,52.765,38.914,57.351,30.868,62.421,28.047,63.96,28.709,46.036,53.964,57.186,7.028,97
"IN","Indiana","01","Indiana_01","IN 01","(I)","Visclosky, Peter J.","D","42269",0.805307879896357,"159611",0.650918196314165,548925,30.572,69.262,68.653,30.69,66.317,33.054,53.033,13.705,53.652,13.585,58.969,16.272,59.301,9.959,71.748,8.788,62.878,9.913,75.459,23.227,67.567,30.706,58.942,40.873,32.71,67.318,86.673,12.485,83.504,15.742,19.662,79.733,52.568,36.51,76.857,22.819,46.978,21.599,69.927,11.185,56.075,34.206,53.062,24.325,60.664,39.426,41.147,45.322,59.68,28.049,63.147,20.122,67.985,15.922,70.317,16.344,55.14,44.86,62.646,5.412,10
"IN","Indiana","02","Indiana_02","IN 02","(I)","Walorski, Jackie","R","43016",0.786398537477148,"125499",0.548296335778478,543951,30.557,69.265,65.907,33.712,62.787,36.056,47.51,15.426,49.225,16.001,53.068,19.623,55.261,12.393,67.888,10.863,60.526,11.775,71.961,27.212,60.125,38.833,58.333,42.193,34.35,65.53,85.187,14.16,81.282,17.715,22.52,76.803,49.835,39.201,73.323,26.467,43.886,26.382,64.077,15.715,51.688,37.325,48.61,28.965,54.431,45.718,35.589,53.143,54.624,34.221,57.376,26.799,65.029,21.381,65.606,21.499,50.385,49.615,59.09,6.634,14
"IN","Indiana","03","Indiana_03","IN 03","(I)","Banks, Jim","R","58745",1,"158927",0.647262937968616,549241,31.025,68.731,63.519,36.123,62.241,36.135,47.563,15.713,48.825,15.998,54.353,19.992,55.46,12.7,68.102,11.196,59.802,12.185,72.079,26.927,59.19,40.198,60.137,40.157,34.625,64.946,85.299,14.114,81.731,17.32,23.325,76.231,48.517,40.286,74.991,25.241,44.154,29.701,63.272,17.181,51.337,38.055,48.808,28.881,54.892,45.261,35.936,53.501,53.999,35.885,57.769,28.812,64.973,22.846,65.822,23.609,47.064,52.936,58.024,7.418,97
"IN","Indiana","04","Indiana_04","IN 04",NA,"Baird, Jim","R","29319",0.365892923998502,"156539",0.640600254539353,578836,29.911,69.767,61.814,37.899,60.949,38.627,46.374,16.106,46.886,17.442,50.756,22.954,53.97,15.467,62.959,13.245,56.089,13.462,71.42,27.249,60.971,36.461,58.738,39.718,33.467,66.233,84.606,14.557,80.233,18.699,23.228,76.418,49.747,39.621,71.784,28.209,39.777,30.289,64.624,15.587,51.257,37.677,46.467,30.094,52.065,47.697,34.31,54.586,52.172,37.137,56.347,29.604,62.676,24.233,63.135,25.214,45.744,54.256,56.265,7.367,7
"IN","Indiana","05","Indiana_05","IN 05","(I)","Brooks, Susan W.","R","63904",1,"180035",0.567616819630679,580786,34.062,65.779,64.529,35.004,67.056,32.491,50.554,14.426,50.92,14.045,55.006,19.041,55.745,12.401,67.665,10.27,59.067,11.689,74.026,25.104,63.407,35.488,58.127,41.506,33.918,66.033,86.608,12.932,81.86,17.564,25.478,73.941,52.686,37.352,76.804,23.259,45.211,27.627,67.212,16.323,54.034,34.757,55.203,26.946,57.894,42.274,37.712,54.899,57.197,34.543,61.284,27.413,68.149,21.839,69.755,21.914,51.667,48.333,62.599,6.465,100
"IN","Indiana","06","Indiana_06","IN 06",NA,"Pence, Greg","R","47962",0.64484988638961,"154260",0.638160561958581,558769,28.546,71.173,57.712,42.008,59.709,39.776,46.133,15.835,46.601,16.659,50.518,22.355,53.077,14.028,66.229,10.088,57.089,12.241,71.741,27.341,58.84,40.682,59.63,40.371,36.403,63.47,84.199,15.181,80.659,18.712,20.722,78.93,45.479,42.662,68.31,31.945,39.672,30.872,61.834,18.912,51.204,37.753,44.449,29.818,50.373,49.826,33.314,55.319,50.821,38.07,55.253,30.479,60.398,25.581,62.533,24.558,47.389,52.611,55.941,7.391,10
"IN","Indiana","07","Indiana_07","IN 07","(I)","Carson, André D.","D","37662",0.879624439461883,"141139",0.648628651261972,560235,32.334,67.478,70.452,28.616,71.82,27.446,56.856,12.242,57.529,12.305,62.131,14.269,63.75,9.018,71.262,9.718,65.446,9.973,76.909,21.929,67.897,31.006,52.481,47.293,31.208,68.562,87.256,11.632,83.866,15.173,20.662,78.609,57.475,31.954,77.985,21.345,54.345,19.161,71.778,10.391,58.63,31.473,53.635,21.13,64.59,35.546,46.815,40.291,62.67,25.201,65.941,19.045,70.81,15.614,71.719,15.77,59.983,40.017,66.43,5.128,3
"IN","Indiana","08","Indiana_08","IN 08","(I)","Bucshon, Larry D.","R","34516",0.629877002810322,"157396",0.644297170178189,558235,27.369,72.464,58.589,41.166,53.935,45.984,46.24,15.648,46.558,16.287,50.93,22.362,52.476,14.353,65.554,10.535,56.215,12.709,70.299,28.695,57.386,41.66,61.078,38.23,37.866,61.637,83.747,15.708,81.049,18.06,20.16,79.221,46.174,42.223,67.369,32.066,36.479,30.428,59.327,18.641,45.934,40.543,43.015,32.489,49.514,50.658,30.901,59.359,50.392,38.488,54.279,30.621,58.394,28.701,61.349,26.328,44.694,55.306,53.585,7.124,3
"IN","Indiana","09","Indiana_09","IN 09","(I)","Hollingsworth, Trey","R","46892",0.77711671997481,"153271",0.564823242838875,584158,30.09,69.792,61.429,38.163,62.483,36.443,48.11,15.779,48.035,16.179,52.431,21.444,54.54,13.829,66.512,10.485,57.556,12.327,72.786,25.536,61.672,36.132,60.055,37.457,36.256,62.687,85.197,13.749,81.907,16.59,23.138,76.568,49.767,39.346,71.276,28.162,43.865,30,65.744,15.194,52.34,36.04,49.589,27.542,53.997,46.219,35.322,53.929,53.495,35.597,58.274,27.476,64.75,21.419,65.106,21.577,48.452,51.548,58.834,6.967,24
"IA","Iowa","01","Iowa_01","IA 01",NA,"Finkenauer, Abby","D","29745",0.667991645893687,"170342",0.509635205524125,595378,32.947,66.997,65.649,33.565,65.569,34.2,49.064,15.984,47.446,15.646,56.96,18.271,56.894,11.045,70.088,9.565,63.896,11.112,73.708,24.68,65.818,31.963,48.428,50.631,33.29,66.078,86.178,12.47,82.25,16.108,25.295,74.151,52.404,38.423,76.15,23.65,45.152,22.834,71.525,11.656,59.462,30.872,57.629,24.481,61.715,38.348,40.24,49.403,59.112,31.597,64.881,23.682,72.695,17.113,71.871,18.993,54.002,45.998,63.004,6.481,10
"IA","Iowa","02","Iowa_02","IA 02","(I)","Loebsack, Dave","D","42378",0.992644992035979,"171446",0.547903091274571,602529,32.939,67.024,64.94,34.287,63.548,35.885,46.891,16.033,44.668,16.878,54.53,20.264,54.299,12.543,68.571,10.32,59.616,11.46,71.634,26.655,61.245,36.92,54.249,43.809,33.533,64.623,84.904,13.967,79.837,18.918,24.831,74.712,48.706,40.106,73.082,26.01,41.885,25.298,63.803,17.089,52.376,33.916,50.975,27.784,58.348,41.785,36.023,55.89,55.464,35.526,62.916,25.377,69.659,20.835,68.633,24.205,48.395,51.605,60.015,6.426,93
"IA","Iowa","03","Iowa_03","IA 03",NA,"Axne, Cindy","D","32910",0.577976817702845,"175642",0.493042631252439,617869,33.172,66.719,62.926,36.2,62.343,37.619,52.032,16.037,48.859,16.469,59.371,19.754,57.973,12.72,70.786,10.249,63.254,11.483,71.772,27.011,66.414,32.209,52.051,47.629,32.897,66.943,85.732,13.454,82.788,16.142,23.539,76.206,50.903,39.034,72.641,26.85,45.48,22.875,66.562,15.815,54.254,34.393,52.127,27.312,58.225,41.877,35.671,53.464,55.966,32.936,63.697,24.253,70.164,19.156,69.893,21.358,49.678,50.322,60.601,6.334,10
"IA","Iowa","04","Iowa_04","IA 04","(I)","King, Steve","R","28053",0.747402355197954,"157676",0.50335354077082,586692,31.82,68.069,61.292,38.077,62.554,37.201,48.525,16.629,45.912,16.793,55.832,20.505,55.3,12.425,68.607,10.025,60.67,11.398,70.893,27.926,63.331,34.693,52.242,46.77,34.615,64.742,84.843,14.181,80.594,18.202,24.231,75.506,47.491,41.195,72.016,27.835,43.327,25.483,67.343,15.206,53.733,34.852,55.095,27.235,57.464,42.59,34.205,58.637,54.898,36.867,60.933,28.682,68.511,21.787,68.985,22.182,49.425,50.575,59.982,6.731,34
"KS","Kansas","01","Kansas_01","KS 01","(I)","Marshall, Roger","R","64843",0.786585957591344,"153082",0.681454772079772,537620,30.252,69.748,60.208,39.191,58.363,41.396,45.236,17.167,44.005,18.5,49.948,22.637,51.289,13.933,64.19,10.82,56.672,12.383,68.706,30.032,59.84,38.414,57.333,41.58,37.839,60.749,83.662,15.509,78.539,20.134,23.749,76.09,45.99,42.475,70.46,29.332,39.59,30.258,59.157,20.205,46.725,39.909,48.568,29.749,53.725,46.356,33.268,56.923,52.174,38.061,56.157,30.937,63.511,25.515,63.688,26.427,45.119,54.881,56.82,7.222,14
"KS","Kansas","02","Kansas_02","KS 02",NA,"Watkins, Steve","R","20052",0.265367971096965,"126098",0.476402405851418,551001,31.708,68.111,62.95,36.24,63.146,36.617,47.245,16.351,45.75,17.05,52.875,20.199,55.285,11.959,66.344,9.191,58.624,11.58,70.502,27.968,63.73,34.204,56.913,41.085,36.975,61.575,85.016,14.071,80.284,18.054,24.469,75.286,48.93,40.182,72.939,26.757,42.844,26.275,69.699,14.077,52.442,37.124,48.724,28.175,57.574,42.165,37.017,54.561,56.051,35.9,61.526,27.872,68.616,22.399,69.258,22.559,49.375,50.625,60.864,6.668,10
"KS","Kansas","03","Kansas_03","KS 03",NA,"Davids, Sharice","D","23379",0.373424696918875,"170518",0.535713051482716,566896,35.462,64.547,67.071,32.003,65.287,34.032,52.332,15.452,50.755,15.379,56.974,17.401,57.155,10.516,69.546,9.193,63.931,10.693,73.728,25.318,66.212,32.827,51.938,48.423,34.117,65.703,86.804,12.528,82.414,16.938,26.628,72.844,54.119,36.886,77.145,22.391,46.798,23.939,74.082,12.016,56.416,34.406,58.31,25.517,62.307,37.772,40.074,51.817,59.083,32.002,65.72,23.495,72.319,18.243,71.603,20.103,54.223,45.777,67.126,6.296,97
"KS","Kansas","04","Kansas_04","KS 04","(I)","Estes, Ron","R","57522",0.813825497658494,"144248",0.594364073129427,537714,32.775,67.135,65.238,33.968,64.23,35.078,48.749,17.019,47.351,16.946,54.739,19.966,54.963,12.462,66.268,11.426,60.931,12.754,70.655,28.253,63.284,34.746,55.618,44.593,36.944,62.664,84.594,14.858,80.26,18.689,24.659,74.888,49.761,40.34,75.201,24.519,46.317,27.1,66.714,16.761,52.102,37.092,49.786,28.767,57.565,42.478,37.882,52.59,56.434,35,61.167,26.865,68.381,21.751,66.734,23.865,50.657,49.343,59.129,7.813,14
"KY","Kentucky","01","Kentucky_01","KY 01","(I)","Comer, James R.","R","Unopposed",1,"172167",0.685880581317526,555660,24.558,75.268,54.246,44.425,53.148,46.462,46.137,17.228,45.28,17.241,50.506,23.931,51.606,15.743,63.802,10.581,55.015,13.738,68.814,29.763,56.84,41.712,64.151,34.038,37.724,61.418,80.897,18.238,78.207,20.647,19.772,79.655,47.776,41.392,67.32,33.086,37.107,32.415,58.245,18.316,48.943,36.611,40.194,30.431,49.296,49.846,32.582,56.862,52.772,35.299,54.589,29.553,59.192,26.856,59.861,26.88,45.507,54.493,46.395,7.748,7
"KY","Kentucky","02","Kentucky_02","KY 02","(I)","Guthrie, S. Brett","R","Unopposed",1,"171700",0.667197730672832,578124,27.43,72.522,58.052,40.629,57.942,40.248,46.976,17.083,45.898,17.321,51.971,22.932,52.853,14.44,65.567,10.72,58.019,13.018,69.241,29.887,58.621,40.169,62.223,36.675,35.312,64.754,82.092,17.114,78.929,20.194,21.898,77.507,48.527,40.61,70.197,29.594,39.296,29.836,62.25,16.316,50.075,36.598,41.663,31.922,53.27,46.668,34.488,52.313,52,35.118,54.287,27.67,61.062,24.254,61.908,23.636,47.979,52.021,51.612,7.689,10
"KY","Kentucky","03","Kentucky_03","KY 03","(I)","Yarmuth, John A.","D","Unopposed",1,"173002",0.62070177956372,578607,34.087,65.741,66.306,32.012,65.846,33.308,52.225,14.014,52.39,14.089,57.341,18.129,57.9,11.315,69.069,9.195,62.147,10.957,74.417,24.711,61.781,38.862,56.337,42.83,31.164,68.908,86.037,13.083,82.695,16.403,24.161,74.926,55.353,33.672,78.489,21.425,47.413,23.785,70.244,11.852,52.848,34.512,51.07,24.862,60.969,39.06,40.92,51.337,59.897,31.57,63.133,25.215,68.407,21.728,69.35,20.929,54.877,45.123,61.525,5.7,93
"KY","Kentucky","04","Kentucky_04","KY 04","(I)","Massie, Thomas","R","Unopposed",1,"162946",0.622377889477946,572214,29.461,70.385,54.897,43.797,57.323,41.868,47.181,16.879,47.109,17.392,53.278,24.726,53.348,16.113,64.641,11.505,56.329,13.737,69.863,29.325,58.767,40.632,62.877,36.063,36.801,62.681,83.236,15.796,80.924,17.976,23.162,76.208,49.128,39.829,67.243,32.896,39.622,30.774,61.045,17.173,50.929,36.859,45.168,30.552,53.342,46.73,34.148,56.004,54.048,36.356,56.558,29.564,61.608,25.911,62.368,26.573,46.655,53.345,52.443,7.318,3
"KY","Kentucky","05","Kentucky_05","KY 05","(I)","Rogers, Harold ""Hal""","R","75601",0.841722613759088,"172093",0.789355875917933,547382,25.505,74.266,56.76,41.936,51.826,47.733,43.531,18.02,43.205,18.055,47.891,24.892,50.341,14.946,59.397,12.864,53.92,14.62,66.642,32.993,54.365,45.205,62.153,37.405,38.398,61.322,79.922,20.023,77.137,22.246,21.787,77.613,47.751,41.359,69.712,30.788,38.808,33.696,58.716,18.313,47.815,38.695,40.863,30.789,50.472,49.088,33.199,57.018,51.762,37.909,53.008,31.418,59.378,27.921,59.651,28.982,47.606,52.394,47.591,8.476,7
"KY","Kentucky","06","Kentucky_06","KY 06","(I)","Barr, Andy","R","40514",0.837550649135864,"154468",0.509983888434009,596197,31.41,68.579,62.986,35.578,62.349,37.156,50.107,16.356,49.804,17.376,56.125,22.389,55.161,14.122,65.738,12.808,58.86,12.599,71.992,27.115,61.433,38.047,59.139,40.883,32.964,67.123,84.504,14.848,80.128,19.71,25.096,74.232,52.248,37.018,74.091,25.93,44.658,28.406,65.082,16.103,54.213,33.514,49.249,28.019,56.457,43.594,39.844,52.336,57.837,33.921,59.228,28.325,65.549,24.661,65.686,26.071,50.708,49.292,58.739,6.81,10
"LA","Louisiana","01","Louisiana_01","LA 01","(I)","Scalise, Steve","R",NA,1,"192555",0.714954051796157,616039,29.465,70.617,61.556,37.9,62.899,36.686,46.441,18.155,46.008,18.599,50.105,25.297,51.399,16.904,61.643,12.517,56.271,13.96,68.586,31.579,58.922,40.98,64.555,35.924,35.34,64.583,81.846,18.515,77.608,22.494,24.287,75.291,52.179,37.229,75.182,25.222,46.275,30.87,63.947,16.469,49.088,37.199,46.649,29.792,54.928,45.212,37.305,52.504,55.094,34.281,57.439,28.084,63.806,24.033,62.024,26.166,48.967,51.033,56.76,7.883,0
